90822, 5
98613, 6
95249, 9
51900, 8
66321, 1
60279, 2
74365, 8
66159, 7
85635, 2
87613, 4
50859, 4
76748, 5
61932, 7
60459, 2
59094, 8
58303, 3
50116, 1
63726, 4
60869, 3
68959, 6
63034, 9
94422, 4
61905, 4
75114, 5
51413, 6
77191, 3
59548, 5
54268, 6
69749, 1
89058, 6
54326, 5
73288, 5
81506, 6
62109, 8
80968, 3
53735, 5
51498, 6
76495, 1
85983, 7
73998, 7
87913, 1
79676, 1
96383, 3
90875, 4
57800, 4
80291, 6
83586, 6
84386, 5
80333, 2
88650, 6
69389, 1
78375, 2
63663, 6
83612, 6
59712, 6
68066, 9
56034, 5
94955, 6
70065, 3
55124, 3
97260, 5
81705, 3
97194, 1
55305, 9
76600, 1
65554, 6
66397, 8
92661, 7
59543, 1
91833, 1
82346, 6
63569, 3
97950, 3
91313, 7
56988, 3
78479, 6
59780, 1
77567, 5
59253, 8
90658, 3
84222, 8
81991, 6
81394, 5
69072, 8
76462, 3
57376, 7
84848, 3
91088, 8
72182, 3
55841, 8
67846, 9
85920, 9
73679, 2
73311, 1
99783, 5
73817, 9
96168, 5
81829, 5
95277, 5
72287, 3
88054, 1
81083, 9
66429, 6
94016, 5
80339, 5
82790, 6
72798, 5
92209, 6
98354, 7
72940, 3
95110, 8
73873, 6
83956, 3
84690, 3
63018, 6
81276, 5
95313, 2
97165, 7
61260, 9
93617, 7
69835, 9
91737, 5
97213, 1
62818, 3
88433, 8
90899, 3
64354, 3
91344, 1
80905, 4
60862, 1
58750, 2
70797, 3
81631, 4
85934, 1
77229, 8
73009, 7
93419, 2
88677, 4
65587, 6
50043, 6
76566, 5
76872, 2
95144, 9
74502, 1
86040, 5
56214, 5
85731, 9
72241, 5
73043, 3
77466, 7
86957, 9
74211, 8
59313, 3
89055, 7
86953, 8
63051, 3
89885, 2
73010, 1
75025, 2
71367, 9
59220, 6
91252, 7
78128, 7
64833, 8
69103, 8
96419, 7
75158, 3
89047, 5
98563, 5
82525, 5
77229, 1
70915, 5
82227, 5
59390, 8
51558, 2
93257, 8
66089, 5
52619, 3
75715, 1
81476, 9
86720, 5
65956, 8
52409, 4
82120, 5
60142, 5
69214, 8
89848, 8
83962, 2
51059, 3
69706, 5
84963, 6
90211, 5
97924, 9
51744, 8
72922, 6
94679, 3
52387, 1
66542, 9
79859, 2
95050, 9
62529, 1
78158, 7
88986, 8
75262, 8
75681, 4
69428, 8
99689, 2
69900, 1
95522, 7
88149, 5
92493, 8
70378, 3
60842, 8
95562, 9
82616, 6
85254, 3
77889, 9
53182, 2
98013, 4
67511, 2
54123, 1
71826, 7
54502, 7
95956, 8
53204, 2
58018, 4
90275, 2
96690, 3
69168, 8
59812, 3
90017, 3
77127, 3
54405, 4
52854, 9
57091, 7
98858, 2
68341, 1
87427, 2
98649, 7
90876, 3
50653, 7
55992, 6
94923, 8
82085, 6
93001, 6
53653, 3
95698, 5
59903, 9
69020, 9
86037, 4
67252, 2
86154, 4
66658, 5
83881, 3
65362, 6
79709, 7
61751, 3
96746, 1
92926, 6
55586, 1
55975, 2
83191, 8
65635, 7
80319, 8
71186, 2
84780, 1
85527, 7
53516, 3
78136, 4
99126, 2
55490, 8
63860, 3
95972, 7
73219, 4
68992, 6
90223, 6
75280, 7
58940, 6
92460, 5
91375, 7
73738, 9
52382, 4
98507, 3
75920, 2
56356, 1
52173, 3
63264, 4
52585, 8
81522, 6
50028, 7
80814, 5
90597, 7
71185, 8
80270, 2
62556, 3
92818, 3
54665, 6
75274, 8
59968, 9
66650, 2
68181, 3
99176, 5
94039, 4
52172, 8
52103, 6
99282, 6
70713, 1
95070, 1
94159, 8
80915, 3
57727, 6
69077, 8
94201, 4
97795, 3
52197, 4
96845, 1
87664, 4
93022, 2
90473, 7
96315, 6
94598, 5
62089, 8
73688, 5
54382, 8
60705, 4
61511, 4
52878, 7
97606, 5
50411, 8
53988, 8
94651, 7
61125, 1
52180, 9
84009, 6
56148, 2
65531, 8
56025, 8
53523, 4
92221, 1
82598, 7
53941, 1
66739, 7
79220, 5
91975, 1
52464, 4
61756, 9
91979, 7
62324, 9
65317, 2
70570, 2
55689, 9
60612, 2
97850, 4
90956, 1
78915, 9
73436, 8
77733, 7
84230, 3
97555, 1
99556, 5
95128, 8
64678, 9
57581, 3
70428, 8
55743, 5
76384, 6
58694, 3
85177, 2
80907, 4
95689, 2
78092, 4
68076, 1
82286, 4
